Nombre de Archivo,Fecha de Creación,Fecha de Último Acceso,Tamaño del Archivo (bytes),Tipo de Archivo
adnan_pervez_connect_apply_linkedin.docx,2022-02-02 09:04:35,2022-03-24 22:57:47,27366,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Adobe Scan 3 de jul. de 2021.pdf,2021-07-03 17:20:27,2022-03-24 22:57:47,451328,application/pdf
Adrian_Lyubenov_UnityDeveloper.pdf,2022-02-03 10:30:53,2022-03-24 22:57:47,62098,application/pdf
Adrian_Pottinger.pdf,2022-02-10 12:20:50,2022-03-24 22:57:47,94874,application/pdf
Adrian_Uribes_Senior_Ruby_on_Rails_Developer.pdf,2022-07-13 13:58:08,2022-08-27 09:22:36,26457,application/pdf
Aelina_Mahat.pdf,2022-03-03 11:29:03,2022-03-24 22:57:47,115349,application/pdf
Affairs.csv,2023-05-06 12:10:58,2023-05-15 17:26:44,22546,application/vnd.ms-excel
AgarwalPulkit_Resume.pdf,2022-06-22 11:07:27,2022-06-22 12:15:03,93924,application/pdf
AGREEMENT TO LEASE - CARLOS-signed.pdf,2022-08-31 23:47:10,2023-03-03 10:09:03,185508,application/pdf
AGREEMENT TO LEASE - CARLOS-signed2.pdf,2023-03-03 10:10:08,2023-03-03 10:10:43,192214,application/pdf
AGREEMENT TO LEASE - CARLOS.pdf,2022-08-31 23:38:48,2022-08-31 23:44:27,128141,application/pdf
agustin-garcia-cv (1).pdf,2022-06-30 21:34:21,2022-06-30 22:12:25,298495,application/pdf
agustin-garcia-cv.pdf,2022-06-30 17:59:34,2022-06-30 18:00:10,298495,application/pdf
ahmed_magdy_connect_apply_linkedin.pdf,2022-02-23 14:06:37,2022-03-24 22:57:47,200140,application/pdf
Ahmet Akyol CV.pdf,2022-07-04 10:51:18,2022-07-04 10:51:41,62934,application/pdf
air+quality.zip,2023-12-15 15:44:56,2023-12-15 15:45:17,1543989,application/x-zip-compressed
AKANKSHA GUPTA.pdf,2022-05-31 09:06:29,2022-05-31 09:06:35,120269,application/pdf
Akbar_Zindani_Resume.docx,2022-04-12 19:04:17,2022-04-13 11:42:40,38854,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Akbar_Zindani_Resume.pdf,2022-04-12 19:06:47,2022-04-12 20:01:36,906269,application/pdf
Alan Jones Resume.pdf,2022-02-23 11:32:32,2022-03-24 22:57:48,1548065,application/pdf
Alan Ma CV.pdf,2022-02-16 12:30:38,2022-03-24 22:57:48,70533,application/pdf
alana_k_p_silva_connect_apply_linkedin.pdf,2022-01-27 17:57:16,2022-03-24 22:57:48,75803,application/pdf
Alerta_Sanitaria_RoActemra.pdf,2020-09-11 18:17:05,2022-03-24 22:57:48,679138,application/pdf
ALEX KARALES Cover_Letter_5_19_22.pdf,2022-06-10 21:10:32,2022-08-27 09:01:01,84606,application/pdf
ALEX KARALES Resume_5_19_22_001.pdf,2022-06-10 21:10:27,2022-06-10 22:29:21,101987,application/pdf
Alex Li CV.pdf,2022-04-04 09:00:16,2022-04-04 09:10:04,82927,application/pdf
ALEX-PANDRE-TechLead-Resume-Long.docx,2022-05-02 09:34:39,2022-05-02 17:26:58,163557,application/vnd.openxmlformats-officedocument.wordprocessingml.document
ALEX-PANDRE-TechLead-Resume-Short.docx,2022-05-02 09:34:38,2022-05-09 09:35:29,152814,application/vnd.openxmlformats-officedocument.wordprocessingml.document
ALEXANDER_AMANCIO_Resume.pdf,2022-02-09 12:49:50,2022-03-24 22:57:48,167090,application/pdf
Alexey Yamada.pdf,2022-03-15 16:52:43,2022-03-24 22:57:48,1860332,application/pdf
Alex_Lim.pdf,2022-01-31 11:58:42,2022-03-24 22:57:49,697183,application/pdf
Alex_Veron.pdf,2022-02-18 11:24:34,2022-03-24 22:57:49,110281,application/pdf
Ali-Hayder-SQA.pdf,2022-03-07 17:42:32,2022-03-24 22:57:49,104865,application/pdf
AlirezaEsmaeili-BackendEngineer.pdf,2022-03-28 15:36:25,2022-03-28 17:39:14,72057,application/pdf
Alka Reviewer Midterm.docx,2023-03-15 08:24:45,2023-03-20 18:29:31,690477,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Alvaro Paco CV.pdf,2022-03-21 11:32:14,2022-03-24 22:57:49,194759,application/pdf
Alvin Davis.pdf,2022-03-21 14:56:39,2022-03-24 22:57:49,190764,application/pdf
Amandeep_Saluja_Business_Analyst.docx,2022-01-20 17:47:05,2023-04-12 17:20:18,41932,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Ambarish Krishnamurthy CV.pdf,2022-05-11 15:10:51,2022-05-11 15:11:10,86497,application/pdf
ambresume - cadence.docx,2022-05-11 15:30:09,2022-05-13 15:20:25,50460,application/vnd.openxmlformats-officedocument.wordprocessingml.document
AMERICAN RUBEN VASCONEZ (1).DOCX,2020-05-15 13:54:44,2023-02-11 08:47:09,21133,application/vnd.openxmlformats-officedocument.wordprocessingml.document
AMERICAN RUBEN VASCONEZ (2).DOCX,2020-05-15 13:54:45,2023-02-11 08:47:09,21133,application/vnd.openxmlformats-officedocument.wordprocessingml.document
AMERICAN RUBEN VASCONEZ (3).DOCX,2020-05-15 18:10:32,2023-02-11 08:47:09,21133,application/vnd.openxmlformats-officedocument.wordprocessingml.document
AMERICAN RUBEN VASCONEZ.DOCX,2020-05-15 13:48:13,2023-02-11 08:47:08,21133,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Amir_Najafi_Resume_08-03-2022-22-14-36.pdf,2022-03-31 10:31:50,2022-03-31 10:32:10,53081,application/pdf
Amit Mehta (1).pdf,2022-06-01 08:37:42,2022-06-01 08:38:39,257398,application/pdf
An Introduction to Cloud Computing (1) (1) (1).pptx,2022-10-08 16:59:57,2022-10-08 17:00:09,12624142,application/vnd.openxmlformats-officedocument.presentationml.presentation
An Introduction to Cloud Computing (1) (1) (2).pptx,2022-11-02 10:37:40,2022-11-30 12:03:39,12624142,application/vnd.openxmlformats-officedocument.presentationml.presentation
An Introduction to Cloud Computing (1) (1).pptx,2022-10-05 15:11:01,2022-10-08 11:31:41,12624142,application/vnd.openxmlformats-officedocument.presentationml.presentation
An Introduction to Statistics with Python_ With Applications in the Life Sciences.pdf,2023-05-18 09:48:46,2023-05-18 10:30:36,7312735,application/pdf
Anaconda3-2023.03-1-Windows-x86_64.exe,2023-05-01 16:29:43,2023-12-11 13:27:58,824774840,application/x-msdownload
Analista de Operaciones Hojas de vida y pruebas.rar,2019-01-19 08:48:42,2022-03-24 22:57:50,11755425,Desconocido
Analista SSO Enero 2020.xlsx,2020-01-05 15:33:49,2023-02-11 08:47:06,104515,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
Analista Técnico.xlsx,2019-07-31 19:56:41,2023-02-11 08:47:07,60877,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
analiza504010 (1).xlsx,2017-10-10 22:34:48,2023-04-12 17:19:55,20695,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
analiza504010.xlsx,2017-10-10 10:30:26,2023-04-12 17:19:54,20695,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
andreas_steinman_connect_apply_linkedin.pdf,2022-02-17 19:32:08,2022-03-24 22:57:50,738288,application/pdf
Android Engineer JD Spotify.docx,2022-07-21 10:02:03,2022-07-22 16:33:03,16350,application/vnd.openxmlformats-officedocument.wordprocessingml.document
andyerickson_resume_2022.pdf,2022-06-09 16:42:06,2022-06-09 16:43:35,111003,application/pdf
Aneesh_Ramadoss 1.pdf,2022-04-06 09:09:07,2022-04-06 09:23:39,127538,application/pdf
Anexo hojas de control integrantes del grupo.pdf,2024-02-11 22:44:25,2024-02-11 22:49:43,629203,application/pdf
Anexo13.3-Contenido-Plan-de-Negocios-Proy-Nuevo.doc,2020-01-27 22:00:05,2023-07-06 22:59:11,49664,application/msword
Anil 2022 Resume_C3.pdf,2022-06-24 08:35:16,2022-06-24 08:46:50,106014,application/pdf
Anil_Janagam.pdf,2022-02-23 08:09:21,2022-03-24 22:57:51,107618,application/pdf
Anirban Kundu CV.pdf,2022-05-02 15:19:30,2022-05-02 15:19:46,47603,application/pdf
ANJAN NASKAR  .pdf,2022-04-05 16:47:46,2022-04-05 16:48:02,437133,application/pdf
annual_gold.csv,2023-08-18 21:15:32,2023-08-20 21:48:52,846,application/vnd.ms-excel
anoir-chafik-37957.jpg,2018-01-11 20:59:03,2023-09-18 21:36:24,912245,image/jpeg
ANOVA dataset.xlsx,2023-04-27 22:59:06,2023-11-25 18:00:38,9957,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
anshad-vattapoyil.pdf,2022-03-31 09:53:41,2022-03-31 10:09:49,159108,application/pdf
antonio_costa_resume-2022-04-en-Rust.docx.pdf,2022-05-27 09:58:25,2022-05-27 09:59:43,380861,application/pdf
AnyDesk (1).exe,2023-10-14 20:20:28,2024-01-17 08:42:11,5486152,application/x-msdownload
AnyDesk.exe,2021-06-24 21:16:37,2024-02-07 11:10:17,3765992,application/x-msdownload
análisis.docx,2023-12-09 15:48:10,2023-12-09 15:48:11,18613,application/vnd.openxmlformats-officedocument.wordprocessingml.document
API_11_DS2_en_excel_v2_4700335.xls,2022-11-26 15:19:09,2023-10-07 20:57:09,1033728,application/vnd.ms-excel
API_SP.POP.TOTL_DS2_en_excel_v2_4701288 (1).xls,2022-12-03 18:25:16,2023-10-07 20:57:09,248320,application/vnd.ms-excel
API_SP.POP.TOTL_DS2_en_excel_v2_4701288.xls,2022-11-26 14:18:52,2023-10-07 20:57:09,248320,application/vnd.ms-excel
Aportes Bco Central.pdf,2021-11-16 20:14:58,2022-03-24 22:57:51,184204,application/pdf
Application form_Master Mind Scholarships_2017-2018 (1).docx,2017-02-27 19:12:21,2022-03-24 22:57:52,31400,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Application form_Master Mind Scholarships_2017-2018.docx,2017-02-27 16:10:24,2023-03-21 19:03:59,31727,application/vnd.openxmlformats-officedocument.wordprocessingml.document
application.docx,2022-08-29 09:40:41,2022-10-06 17:06:59,46936,application/vnd.openxmlformats-officedocument.wordprocessingml.document
application.pdf,2022-08-29 09:09:42,2022-08-29 09:22:44,52684,application/pdf
Aqib__UI_.docx,2022-02-22 12:20:35,2022-03-24 22:57:52,29432,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Araya Masami CV.pdf,2022-02-11 17:46:19,2022-03-24 22:57:52,46336,application/pdf
Araya Masami-CV.pdf,2022-02-14 10:13:31,2022-03-24 22:57:52,107688,application/pdf
archive (1).zip,2023-05-15 17:30:55,2023-05-15 17:31:41,32843,application/x-zip-compressed
archive (2).zip,2023-07-06 22:40:01,2023-07-06 23:08:07,114050691,application/x-zip-compressed
archive.zip,2023-05-15 17:17:23,2023-05-15 17:17:52,4769,application/x-zip-compressed
Archivo.pdf,2020-06-23 11:39:02,2022-03-24 22:57:52,22726,application/pdf
Areena Munawar Salesforce admin November 2021.pdf,2022-01-27 14:08:08,2022-03-24 22:57:52,453258,application/pdf
Arrests.csv,2023-05-08 10:17:22,2023-05-15 17:31:53,258373,application/vnd.ms-excel
Arthur Miranda de Souza   - CV.pdf,2022-05-12 11:54:19,2022-05-12 11:55:32,108812,application/pdf
Articulo cientifico Investigacion IA Carlos Vasconez Actvidad grupal.pdf,2024-02-11 22:46:06,2024-02-11 22:50:06,503405,application/pdf
Articulo Diego Carreño y Carlos Vasconez.docx,2024-01-19 18:19:06,2024-01-31 23:21:28,337287,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Arturo Rios Resume EN V1.0.doc,2022-03-01 17:11:00,2022-04-18 16:32:11,75776,application/msword
Arun Madhusudanan CV.pdf,2022-02-24 08:08:38,2022-03-24 22:57:52,81269,application/pdf
Aseef Ahmed_Resume_2022.pdf,2022-04-05 18:11:16,2022-04-05 18:38:37,125151,application/pdf
ashfaqul_ash_haq_connect_apply_linkedin.docx,2022-02-28 08:04:27,2023-04-12 17:20:10,42720,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Assigment 6_knockri (1).pdf,2023-11-04 12:11:19,2023-11-04 12:12:52,2963914,application/pdf
Assigment 6_knockri.pdf,2023-10-31 16:31:05,2023-10-31 16:31:33,2963914,application/pdf
Assigment 8.pdf,2023-11-24 23:23:56,2023-11-25 15:55:30,3924469,application/pdf
Assigment_8_LAB_Text_Classification.ipynb,2023-11-24 23:23:56,2023-11-24 23:23:56,55404,Desconocido
Assignment - AS IS Process Case Study 2.pdf,2023-04-07 18:27:48,2023-04-07 18:27:51,192274,application/pdf
Assignment -05 (1).pdf,2023-10-31 16:30:44,2023-10-31 16:31:33,497910,application/pdf
Assignment -05 (2).pdf,2023-11-04 12:17:57,2023-11-04 12:17:58,497910,application/pdf
Assignment -05.pdf,2023-10-24 09:28:53,2023-10-24 09:30:13,497910,application/pdf
Assignment -06 (1).pdf,2023-11-04 12:11:53,2023-11-04 12:11:54,435222,application/pdf
Assignment -06.pdf,2023-10-31 16:28:27,2023-10-31 16:31:34,435222,application/pdf
Assignment -07.pdf,2023-11-17 22:53:48,2023-11-18 19:42:04,523355,application/pdf
Assignment -08.pdf,2023-11-17 22:54:22,2023-11-24 23:26:03,493056,application/pdf
Assignment 09.pdf,2023-11-25 15:24:47,2023-11-25 15:25:42,513050,application/pdf
Assignment 1 - BAM 3135 - Capstone Project (1).pdf,2023-09-18 18:13:17,2023-09-18 18:13:18,130326,application/pdf
Assignment 1 - BAM 3135 - Capstone Project.pdf,2023-09-12 16:14:38,2023-09-12 16:14:38,130326,application/pdf
Assignment 1 Group L1.pdf,2023-12-16 10:59:12,2023-12-16 11:06:15,304670,application/pdf
Assignment 1.pdf,2023-09-18 19:23:32,2023-09-21 17:06:35,417429,application/pdf
Assignment 10 screenshot.docx,2023-03-20 11:53:51,2023-03-20 11:59:06,436271,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Assignment 11 screenshots.docx,2023-03-22 14:46:45,2023-03-31 14:14:32,424010,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Assignment 2 (1).pdf,2023-09-23 20:27:32,2023-09-23 20:27:34,503250,application/pdf
Assignment 2 (2).pdf,2023-09-26 19:34:52,2023-09-26 20:00:19,503250,application/pdf
Assignment 2 - BAM 3135 - Capstone Project.pdf,2023-10-10 20:01:30,2023-10-13 17:57:42,149069,application/pdf
Assignment 2.edited (1).docx,2023-10-19 16:25:18,2023-11-04 12:49:09,20329,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Assignment 2.edited.docx,2023-09-29 12:41:13,2023-10-07 12:46:52,20329,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Assignment 2.pdf,2023-09-23 20:27:15,2023-09-23 20:27:18,503250,application/pdf
Assignment 3 (1).docx,2023-10-07 11:59:19,2023-10-07 12:46:52,748073,application/vnd.openxmlformats-officedocument.wordprocessingml.document
"Assignment 3 Apache Spark, Carlos Vasconez C0871301.docx",2022-12-10 18:00:12,2022-12-10 18:19:23,12862,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Assignment 3.docx,2023-10-07 12:04:06,2023-10-31 18:04:58,747226,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Assignment 4 - BAM 3135 - Capstone Project.pdf,2023-11-11 13:31:37,2023-12-12 19:39:32,177366,application/pdf
Assignment 4 Business Case Class.docx,2023-10-07 12:46:55,2023-10-07 12:49:59,575752,application/vnd.openxmlformats-officedocument.wordprocessingml.document
"Assignment 4 Hbase, Carlos Vasconez C0871301.docx",2022-12-10 18:19:03,2022-12-12 22:18:20,12597,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Assignment 5 - Writing Assignment #4 - Final Report.pdf,2023-12-05 09:37:33,2023-12-05 09:38:39,169895,application/pdf
Assignment 9 Screenshots.docx,2023-03-17 11:46:35,2023-06-13 20:30:34,249495,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Assignment#6 - Presentation #2 - Multimedia Presentation.pdf,2023-12-05 14:20:44,2023-12-05 14:20:53,148110,application/pdf
Assignment09.ipynb,2023-11-25 15:39:38,2023-11-25 15:40:09,29969,Desconocido
Assignment1_Answers.docx,2023-10-19 15:41:27,2023-11-04 12:49:09,13221,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Assignment9_Carlos_Vasconez.ipynb,2023-12-02 16:52:25,2023-12-02 16:52:25,141977,Desconocido
Assignment_2_Capstone_project.edited.pdf,2023-10-16 21:37:47,2023-10-16 21:38:07,390221,application/pdf
Assignment_9_table.xlsx,2023-11-25 18:01:01,2023-11-26 22:46:53,9633,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
Athul Suresh Babu.pdf,2022-06-01 11:08:41,2022-06-01 12:25:49,194653,application/pdf
Athul Suresh CV.pdf,2022-05-31 15:47:00,2022-05-31 15:59:43,54333,application/pdf
attention summary.pdf,2023-11-17 23:15:46,2023-11-17 23:15:47,364266,application/pdf
attention-is-all-you-need-Paper.pdf,2023-11-17 23:04:36,2023-11-17 23:04:41,569417,application/pdf
"Audio books - self help - men are from mars, women are from venus.mp3",2018-06-24 10:53:04,2023-03-21 19:04:03,89118934,audio/mpeg
Audit report.docx,2024-03-27 13:56:29,2024-03-27 13:58:33,17532,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Audit report.pdf,2024-03-27 13:49:07,2024-03-27 13:49:08,442463,application/pdf
AUDITORIA MEDICA FINANCIERA I.pdf,2021-12-21 09:40:15,2022-03-24 22:57:54,451328,application/pdf
AUDITORIA MEDICA FINANCIERA II.pdf,2021-12-21 09:40:15,2022-03-24 22:57:54,308711,application/pdf
Aurelio Dinio CV.pdf,2022-05-09 10:04:16,2022-05-09 10:04:35,52815,application/pdf
AurelioDinio.Resume.docx,2022-05-09 10:44:06,2022-05-09 17:35:09,57237,application/vnd.openxmlformats-officedocument.wordprocessingml.document
AUTORIZACIÓN DE DEBITO BANCARIO - TARJETA DE CRÉDITO.pdf,2021-03-16 23:03:08,2022-03-24 22:57:55,577687,application/pdf
AUTORIZACIÓN DE DEBITO BANCARIO - TARJETA DE CRÉDITO (1).PDF,2021-03-16 23:01:55,2022-03-24 22:57:56,646333,application/pdf
awesome-chocolates-data.sql,2023-06-19 18:06:20,2023-06-20 22:21:02,421888,Desconocido
Azminoh Abdullah CV.pdf,2022-03-15 16:25:17,2022-03-24 22:57:57,81461,application/pdf
Azudi+resumeNew(1).docx,2022-07-18 10:13:53,2022-07-19 11:52:37,37537,application/vnd.openxmlformats-officedocument.wordprocessingml.document
BA-Use-Case-Diagram-Template.ppt,2022-11-07 18:36:58,2022-11-14 13:21:27,169472,application/vnd.ms-powerpoint
Bachiller.zip,2017-04-09 21:54:48,2022-09-04 20:40:10,1604168,application/x-zip-compressed
Back End Developer (Financial Integrations) JD Asgard Treasury.docx,2022-05-02 13:24:34,2022-05-03 15:43:24,16505,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Back End Developer (Financial Integrations) JD Asgard Treasury.pdf,2022-03-31 13:45:13,2022-04-05 10:44:48,248342,application/pdf
Back End Engineer (Java Springboot) JD Deloitte.docx,2022-05-19 16:02:59,2022-05-25 09:13:24,16533,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Back End Engineer (Ruby on Rails) JD Task Rabbit.docx,2022-03-24 15:32:04,2022-03-29 11:08:36,16246,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Back End Engineer JD Deloitte.docx,2022-04-04 16:58:45,2022-04-11 17:50:30,15867,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Back End Engineer Oracle PL SQL JD World Fuel Services.docx,2022-04-21 15:42:52,2022-04-26 09:45:26,15362,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Back End Java Developer JD.docx,2022-02-18 15:39:09,2022-03-24 22:57:57,16010,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Back End Java Engineer (Spring Boot) JD Capital Group.docx,2022-04-25 17:04:18,2022-05-10 10:14:06,17522,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Back End Java Engineer JD Cap Group.docx,2022-04-12 09:42:40,2022-04-13 09:42:22,15503,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Back End PHP Developer JD.docx,2022-02-08 14:37:13,2022-03-24 22:57:57,15363,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Back-End Engineer (Python) Eastridge JD.docx,2022-03-09 08:57:00,2022-03-24 22:57:57,15680,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Backend CV.pdf,2022-06-22 18:00:40,2022-06-22 18:42:47,112994,application/pdf
"Backend Engineer, Ruby on Rails JD.docx",2022-02-03 11:42:59,2022-03-24 22:57:57,15729,application/vnd.openxmlformats-officedocument.wordprocessingml.document
Background.jpg,2023-09-18 21:35:11,2023-11-21 10:59:27,80395,image/jpeg
Background2.jpg,2023-09-18 21:36:34,2023-11-21 10:59:27,33365,image/jpeg
badar_shafiq_connect_apply_linkedin.pdf,2022-01-31 11:33:10,2022-03-24 22:57:58,169082,application/pdf
baldovino_risojevic_connect_apply_linkedin.pdf,2022-02-04 09:41:54,2022-03-24 22:57:59,72136,application/pdf
BAM - 3023 Project Management Analytics - Final Exam.pdf,2023-04-17 09:53:45,2023-04-17 09:53:47,2215355,application/pdf
BAM - 3023 Project Management Analytics.pdf,2023-02-07 21:28:39,2023-02-07 21:28:44,6066968,application/pdf
BAM 1013- Teaching Plan (1).xlsx,2022-10-03 08:47:56,2023-10-07 20:57:10,33940,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
BAM 1013- Teaching Plan (2).xlsx,2022-10-31 10:34:00,2023-10-07 20:57:09,33940,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
BAM 1013- Teaching Plan.xlsx,2022-09-28 09:57:22,2023-10-07 20:57:19,33940,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
BAM 1024 Group Project.pptx,2022-12-09 21:39:53,2023-01-09 13:21:35,3530173,application/vnd.openxmlformats-officedocument.presentationml.presentation
BAM 1053 Assignment 4 Carlos Vasconez C0871301 (1).pdf,2022-12-12 22:24:53,2022-12-12 22:25:10,86290,application/pdf
BAM 1053 Assignment 4 Carlos Vasconez C0871301.docx,2022-12-13 19:27:35,2023-01-31 20:03:15,172249,application/vnd.openxmlformats-officedocument.wordprocessingml.document
BAM 1053 Assignment 4 Carlos Vasconez C0871301.pdf,2022-12-13 19:32:22,2022-12-14 15:43:55,102566,application/pdf
